,Year,Race Name,Driver ID,Constructor Name,Grid Position,Final Position,Fastest Lap Time,Points,Status,Number of Laps,Lap,Duration,Weather,Temperature (°C),Humidity (%),Wind Speed (m/s),Rain (mm),Pit Stops
1242,2019,Be,le,Fe,1.0,1.0,106.664,25.0,Finished,44.0,21.0,22.449,Rain,-1.91,100,2.57,0.0,1
1243,2021,Po,ts,Al,14.0,15.0,82.05799999999999,0.0,+1 Lap,65.0,2.0,22.266,No rain,10.33,88,1.9,0.0,1
1244,2023,Sa,al,Wi,17.0,19.0,95.56700000000001,0.0,DNF,27.0,17.0,21.397,No rain,26.03,53,2.06,0.0,1
1245,2021,Au,ga,Al,6.0,9.0,68.146,2.0,Finished,71.0,45.0,20.850,No rain,-2.06,86,1.54,0.0,2
1246,2023,Mi,ga,Al,5.0,8.0,91.971,4.0,Finished,57.0,15.0,22.417,No rain,22.99,64,8.23,0.0,1
1247,2022,Ca,pe,,,,,,DNF,,,,No rain,-4.97,57,6.69,0.0,0
1248,2022,Au,al,Al,19.0,10.0,68.55799999999999,1.0,+1 Lap,70.0,27.0,21.552,No rain,-2.06,86,1.54,0.0,1
1249,2023,Br,zh,Al,17.0,15.0,91.769,0.0,Finished,52.0,33.0,28.709,No rain,4.18,97,2.28,0.0,3
1250,2021,Az,ma,Ha,18.0,14.0,107.747,0.0,Finished,51.0,44.0,24.780,Rain,4.97,75,12.35,0.0,3
1251,2019,Br,ra,,,,,,DNF,,21.0,23.463,No rain,21.25,86,4.63,0.0,1
1252,2024,Si,sa,Fe,10.0,7.0,96.561,6.0,Finished,62.0,13.0,29.385,No rain,26.92,87,1.03,0.0,1
1253,2023,Si,ke,,,,,,DNF,,43.0,33.078,No rain,26.92,87,1.03,0.0,2
1254,2021,Mo,bo,Me,3.0,19.0,75.706,0.0,DNF,29.0,,,No rain,11.92,73,3.6,0.0,0
1255,2023,Me,oc,Al,15.0,10.0,82.976,1.0,Finished,71.0,,,No rain,23.88,23,4.12,0.0,0
1256,2022,Hu,le,Fe,3.0,6.0,81.622,8.0,Finished,70.0,21.0,21.775,No rain,1.26,70,3.09,0.0,2
1257,2024,Ca,hu,,,,,,DNF,,12.0,24.233,No rain,-4.97,57,6.69,0.0,2
1258,2019,It,ha,Me,2.0,3.0,81.779,16.0,Finished,53.0,19.0,23.912,Rain,5.0,87,0.45,1.0,2
1259,2023,Du,ga,Al,12.0,3.0,74.441,15.0,Finished,72.0,11.0,19.518,No rain,1.59,88,3.6,0.0,2
1260,2020,Tu,ga,Al,19.0,13.0,99.586,0.0,+1 Lap,57.0,33.0,23.288,No rain,5.73,65,4.63,0.0,2
1261,2019,It,ru,Wi,14.0,14.0,84.842,0.0,+1 Lap,52.0,23.0,24.198,Rain,5.0,87,0.45,1.0,1
1262,2019,Mo,ra,,,,,,DNF,,46.0,26.299,No rain,11.92,73,3.6,0.0,1
1263,2019,Ca,bo,Me,6.0,4.0,73.078,13.0,Finished,70.0,67.0,23.456,No rain,-4.97,57,6.69,0.0,2
1264,2021,Az,mi,,,,,,DNF,,8.0,22.440,Rain,4.97,75,12.35,0.0,3
1265,2024,Me,pe,,,,,,DNF,,20.0,27.730,No rain,23.88,23,4.12,0.0,3
1266,2024,La,al,As,16.0,11.0,96.553,0.0,Finished,50.0,4.0,21.407,No rain,14.64,31,1.54,0.0,2
1267,2020,Hu,ri,Re,11.0,8.0,79.532,4.0,+1 Lap,69.0,4.0,21.920,No rain,1.26,70,3.09,0.0,1
1268,2022,Az,bo,Al,15.0,11.0,108.179,0.0,+1 Lap,50.0,33.0,20.979,Rain,4.97,75,12.35,0.0,1
1269,2023,Ja,la,Al,11.0,11.0,98.267,0.0,+1 Lap,52.0,25.0,23.671,No rain,7.84,72,6.85,0.0,2
1270,2024,Au,ha,Me,11.0,18.0,82.444,0.0,DNF,15.0,7.0,17.596,No rain,17.76,67,0.89,0.0,1
1271,2023,Ca,zh,Al,20.0,16.0,77.09,0.0,+1 Lap,69.0,12.0,24.161,No rain,-4.97,57,6.69,0.0,2
1272,2021,Mo,al,Al,17.0,13.0,75.026,0.0,+1 Lap,77.0,45.0,23.803,No rain,11.92,73,3.6,0.0,1
1273,2021,Ba,oc,Al,16.0,13.0,95.25,0.0,+1 Lap,55.0,13.0,25.226,No rain,21.05,72,5.45,0.0,2
1274,2022,Ca,al,Al,2.0,9.0,76.578,2.0,Finished,70.0,28.0,23.779,No rain,-4.97,57,6.69,0.0,2
1275,2020,70,ri,Re,5.0,14.0,91.168,0.0,+1 Lap,51.0,26.0,28.167,No rain,4.18,97,2.28,0.0,2
1276,2024,Sa,bo,Sa,16.0,17.0,92.706,0.0,+1 Lap,49.0,35.0,23.281,No rain,26.03,53,2.06,0.0,2
1277,2023,Du,no,Mc,2.0,7.0,74.39,6.0,Finished,72.0,3.0,20.170,No rain,1.59,88,3.6,0.0,2
1278,2024,It,ke,,,,,,DNF,,14.0,25.672,Rain,5.0,87,0.45,1.0,1
1279,2023,Hu,al,Wi,16.0,11.0,84.051,0.0,+1 Lap,69.0,8.0,22.076,No rain,1.26,70,3.09,0.0,2
1280,2019,Un,ra,,,,,,DNF,,18.0,24.544,Rain,17.84,85,3.09,0.0,2
1281,2019,It,ke,,,,,,DNF,,34.0,24.978,Rain,5.0,87,0.45,1.0,2
1282,2023,Ca,no,Mc,7.0,13.0,76.374,0.0,Finished,70.0,12.0,25.862,No rain,-4.97,57,6.69,0.0,2
1283,2021,Sã,no,Mc,5.0,10.0,73.761,1.0,+1 Lap,70.0,1.0,27.313,No rain,21.25,86,4.63,0.0,3
1284,2021,Sp,ma,,,,,,DNF,,24.0,23.565,No rain,9.61,85,3.09,0.0,1
1285,2022,Sa,sa,Fe,3.0,3.0,91.905,15.0,Finished,50.0,16.0,21.521,No rain,26.03,53,2.06,0.0,1
1286,2020,Po,st,Ra,12.0,20.0,81.694,0.0,DNF,51.0,34.0,37.483,No rain,10.33,88,1.9,0.0,2
1287,2022,Si,bo,Al,15.0,11.0,111.864,0.0,Finished,59.0,33.0,32.167,No rain,26.92,87,1.03,0.0,1
1288,2022,Au,al,Al,10.0,17.0,80.846,0.0,+1 Lap,57.0,53.0,18.394,No rain,17.76,67,0.89,0.0,2
1289,2020,Tu,no,Mc,11.0,6.0,81.19800000000001,8.0,Finished,59.0,7.0,17.845,No rain,5.13,81,2.59,0.0,2
1290,2022,Sã,ga,Al,10.0,14.0,75.327,0.0,Finished,71.0,35.0,23.328,No rain,21.25,86,4.63,0.0,2
1291,2023,Hu,ri,Al,13.0,13.0,83.934,0.0,+1 Lap,69.0,18.0,21.958,No rain,1.26,70,3.09,0.0,2
1292,2021,Ba,no,Mc,7.0,4.0,94.396,12.0,Finished,56.0,12.0,24.899,No rain,21.05,72,5.45,0.0,1
1293,2020,Po,sa,Mc,7.0,6.0,80.268,8.0,+1 Lap,65.0,26.0,27.299,No rain,10.33,88,1.9,0.0,1
1294,2020,Br,le,Fe,4.0,3.0,89.813,15.0,Finished,52.0,13.0,29.520,No rain,4.18,97,2.28,0.0,1
1295,2023,Be,bo,Al,13.0,12.0,110.515,0.0,Finished,44.0,24.0,23.786,Rain,-1.91,100,2.57,0.0,2
1296,2024,Em,pe,,,,,,DNF,,37.0,29.669,Rain,4.34,96,2.91,1.33,1
1297,2020,Sp,la,Wi,19.0,18.0,82.03,0.0,+2 Laps,64.0,28.0,22.322,No rain,9.61,85,3.09,0.0,1
1298,2023,Sã,al,As,4.0,3.0,74.44200000000001,15.0,Finished,71.0,2.0,23:28.154,No rain,21.25,86,4.63,0.0,2
1299,2019,It,le,Fe,1.0,1.0,83.009,25.0,Finished,53.0,20.0,23.833,Rain,5.0,87,0.45,1.0,1
1300,2022,Ca,al,Al,2.0,9.0,76.578,2.0,Finished,70.0,49.0,25.139,No rain,-4.97,57,6.69,0.0,2
1301,2023,Az,le,Fe,1.0,3.0,104.561,15.0,Finished,51.0,11.0,21.126,Rain,4.97,75,12.35,0.0,1
1302,2020,70,ma,,,,,,DNF,,26.0,29.115,No rain,4.18,97,2.28,0.0,2
1303,2024,Be,pe,,,,,,DNF,,21.0,22.648,Rain,-1.91,100,2.57,0.0,2
1304,2022,Me,la,Wi,18.0,18.0,83.709,0.0,+2 Laps,69.0,52.0,24.039,No rain,23.88,23,4.12,0.0,2
1305,2020,Ba,bo,Me,2.0,8.0,93.352,4.0,Finished,57.0,1.0,19:19.205,No rain,21.05,72,5.45,0.0,2
1306,2022,Ca,ve,As,16.0,12.0,77.956,0.0,Finished,70.0,5.0,23.406,No rain,-4.97,57,6.69,0.0,2
1307,2023,Mi,zh,Al,14.0,16.0,91.736,0.0,Finished,57.0,31.0,22.796,No rain,22.99,64,8.23,0.0,1
1308,2020,Em,le,Fe,7.0,5.0,78.173,10.0,Finished,63.0,13.0,30.243,Rain,4.34,96,2.91,1.33,1
1309,2020,Br,sa,Mc,7.0,13.0,89.94800000000001,0.0,Finished,52.0,13.0,28.487,No rain,4.18,97,2.28,0.0,2
1310,2019,Au,gr,Ha,6.0,18.0,88.462,0.0,DNF,29.0,15.0,29.981,No rain,17.76,67,0.89,0.0,1
1311,2019,Az,ku,Wi,0.0,16.0,107.709,0.0,+2 Laps,49.0,14.0,15.069,Rain,4.97,75,12.35,0.0,3
1312,2022,Em,al,Wi,18.0,11.0,81.757,0.0,+1 Lap,62.0,17.0,30.793,Rain,4.34,96,2.91,1.33,1
1313,2019,Ba,hu,,,,,,DNF,,32.0,25.253,No rain,21.05,72,5.45,0.0,2
1314,2020,Em,sa,Mc,10.0,7.0,78.118,6.0,Finished,63.0,51.0,30.614,Rain,4.34,96,2.91,1.33,2
1315,2021,Du,ma,,,,,,DNF,,21.0,19.142,No rain,1.59,88,3.6,0.0,2
1316,2024,Em,pi,Mc,5.0,4.0,79.907,12.0,Finished,63.0,23.0,29.770,Rain,4.34,96,2.91,1.33,1
1317,2021,Sa,ma,Ha,20.0,18.0,97.043,0.0,DNF,14.0,13.0,16:59.226,No rain,26.03,53,2.06,0.0,1
1318,2024,Br,no,Mc,3.0,3.0,89.262,15.0,Finished,52.0,27.0,28.661,No rain,4.18,97,2.28,0.0,1
1319,2023,Qa,ts,Al,11.0,15.0,87.174,0.0,+1 Lap,56.0,22.0,27.596,No rain,20.97,72,3.43,0.0,2
1320,2022,Br,st,As,20.0,11.0,92.37899999999999,0.0,Finished,52.0,15.0,28.632,No rain,4.18,97,2.28,0.0,2
1321,2023,Au,st,As,6.0,9.0,68.463,2.0,Finished,71.0,2.0,16.646,No rain,-2.06,86,1.54,0.0,1
1322,2023,Me,sa,Wi,19.0,16.0,83.003,0.0,DNF,70.0,22.0,23.945,No rain,23.88,23,4.12,0.0,1
1323,2021,Ba,ha,Me,2.0,1.0,94.015,25.0,Finished,56.0,13.0,24.839,No rain,21.05,72,5.45,0.0,2
1324,2019,Si,gi,Al,10.0,10.0,105.63,1.0,Finished,61.0,36.0,28.960,No rain,26.92,87,1.03,0.0,2
1325,2024,Me,ma,,,,,,DNF,,26.0,43.730,No rain,23.88,23,4.12,0.0,1
1326,2021,Me,st,As,20.0,14.0,80.93,0.0,+2 Laps,69.0,34.0,26.056,No rain,23.88,23,4.12,0.0,2
1327,2022,Az,ru,Me,5.0,3.0,107.17699999999999,15.0,Finished,51.0,33.0,20.527,Rain,4.97,75,12.35,0.0,2
1328,2024,Ca,sa,Fe,12.0,16.0,78.957,0.0,DNF,52.0,25.0,27.626,No rain,-4.97,57,6.69,0.0,2
1329,2023,Ja,st,As,17.0,18.0,99.05,0.0,DNF,20.0,14.0,23.441,No rain,7.84,72,6.85,0.0,1
1330,2021,Em,no,Mc,7.0,3.0,78.259,15.0,Finished,63.0,28.0,30.654,Rain,4.34,96,2.91,1.33,1
1331,2020,Sp,ra,,,,,,DNF,,44.0,22.197,No rain,9.61,85,3.09,0.0,2
1332,2019,Ja,sa,Mc,7.0,5.0,93.563,10.0,Finished,52.0,26.0,23.476,No rain,7.84,72,6.85,0.0,1
1333,2024,Mo,bo,Sa,17.0,13.0,,0.0,+2 Laps,76.0,2.0,24.239,No rain,11.92,73,3.6,0.0,2
1334,2019,Hu,al,To,12.0,10.0,80.621,1.0,+1 Lap,69.0,28.0,23.676,No rain,1.26,70,3.09,0.0,1
1335,2020,Ei,ke,,,,,,DNF,,14.0,23.016,No rain,-2.31,93,3.09,0.0,2
1336,2024,Ba,ru,Me,3.0,5.0,95.065,10.0,Finished,57.0,31.0,24.866,No rain,21.05,72,5.45,0.0,2
1337,2024,Mi,pe,,,,,,DNF,,28.0,22.396,No rain,22.99,64,8.23,0.0,2
1338,2024,Ch,oc,Al,13.0,11.0,100.937,0.0,Finished,56.0,9.0,23.156,No rain,2.99,75,4.0,0.0,2
1339,2024,Ja,bo,Sa,13.0,14.0,96.608,0.0,+1 Lap,52.0,1.0,26:22.542,No rain,7.84,72,6.85,0.0,2
1340,2023,Un,ts,Al,11.0,8.0,98.13900000000001,5.0,Finished,56.0,17.0,24.354,Rain,17.84,85,3.09,0.0,2
1341,2023,It,ma,,,,,,DNF,,20.0,24.228,Rain,5.0,87,0.45,1.0,1
1342,2022,Me,ri,Mc,11.0,7.0,82.02199999999999,6.0,+1 Lap,70.0,44.0,22.280,No rain,23.88,23,4.12,0.0,1
1343,2021,Sp,bo,Me,3.0,3.0,79.43,15.0,Finished,66.0,23.0,22.311,No rain,9.61,85,3.09,0.0,1
1344,2022,Ca,bo,Al,11.0,7.0,77.01,6.0,Finished,70.0,49.0,26.089,No rain,-4.97,57,6.69,0.0,1
1345,2022,Du,al,Wi,15.0,12.0,75.534,0.0,Finished,72.0,21.0,19.325,No rain,1.59,88,3.6,0.0,1
1346,2021,Ru,pe,,,,,,DNF,,36.0,36.026,No rain,-0.89,51,7.0,0.0,1
1347,2024,Du,zh,Sa,17.0,20.0,75.724,0.0,+2 Laps,70.0,18.0,21.214,No rain,1.59,88,3.6,0.0,2
1348,2023,Ba,de,,,,,,DNF,,27.0,25.234,No rain,21.05,72,5.45,0.0,2
1349,2019,Ab,st,Ra,12.0,20.0,103.326,0.0,DNF,45.0,23.0,21.778,No rain,21.1,68,2.06,0.0,2
1350,2019,Ch,le,Fe,4.0,5.0,94.86,10.0,Finished,56.0,22.0,22.921,No rain,2.99,75,4.0,0.0,1
1351,2019,Si,ke,,,,,,DNF,,56.0,30.916,No rain,26.92,87,1.03,0.0,2
1352,2023,Du,oc,Al,16.0,10.0,74.57,1.0,Finished,72.0,2.0,22.534,No rain,1.59,88,3.6,0.0,2
1353,2022,Hu,ma,,,,,,DNF,,38.0,21.228,No rain,1.26,70,3.09,0.0,2
1354,2024,Br,le,Fe,11.0,14.0,89.748,0.0,+1 Lap,51.0,19.0,28.481,No rain,4.18,97,2.28,0.0,2
1355,2021,Po,ri,Mc,16.0,9.0,81.987,2.0,Finished,66.0,2.0,21.965,No rain,10.33,88,1.9,0.0,1
1356,2019,Ch,ru,Wi,17.0,16.0,97.283,0.0,+2 Laps,54.0,22.0,24.332,No rain,2.99,75,4.0,0.0,1
1357,2019,Ru,bo,Me,4.0,2.0,96.316,18.0,Finished,53.0,28.0,29.436,No rain,-0.89,51,7.0,0.0,1
1358,2020,Sa,ra,,,,,,DNF,,54.0,24.401,No rain,21.05,72,5.45,0.0,2
1359,2019,Ch,no,Mc,15.0,18.0,98.346,0.0,DNF,50.0,17.0,33.638,No rain,2.99,75,4.0,0.0,3
1360,2024,Mo,sa,Wi,15.0,15.0,,0.0,+2 Laps,76.0,1.0,39:51.600,No rain,11.92,73,3.6,0.0,2
1361,2024,Hu,sa,Wi,14.0,17.0,80.561,0.0,+1 Lap,69.0,33.0,21.398,No rain,1.26,70,3.09,0.0,2
1362,2020,Br,gi,Al,15.0,14.0,90.977,0.0,Finished,52.0,12.0,28.355,No rain,4.18,97,2.28,0.0,1
1363,2023,Mo,sa,Wi,16.0,18.0,77.30199999999999,0.0,+2 Laps,76.0,52.0,25.946,No rain,11.92,73,3.6,0.0,3
1364,2022,Du,ve,As,19.0,14.0,74.862,0.0,Finished,72.0,9.0,22.391,No rain,1.59,88,3.6,0.0,2
1365,2019,Sp,no,Mc,10.0,20.0,82.561,0.0,DNF,44.0,26.0,21.579,No rain,9.61,85,3.09,0.0,1
1366,2019,Au,gi,Al,14.0,15.0,88.479,0.0,+1 Lap,57.0,27.0,27.172,No rain,17.76,67,0.89,0.0,1
1367,2021,Sa,ha,Me,1.0,1.0,90.73400000000001,26.0,Finished,50.0,13.0,16:35.856,No rain,26.03,53,2.06,0.0,2
1368,2024,Au,le,Fe,4.0,2.0,79.813,19.0,Finished,58.0,34.0,17.308,No rain,17.76,67,0.89,0.0,2
1369,2024,Br,al,Wi,9.0,9.0,89.718,2.0,Finished,52.0,27.0,34.742,No rain,4.18,97,2.28,0.0,1
1370,2020,St,ma,,,,,,DNF,,24.0,20.937,No rain,-2.06,86,1.54,0.0,2
1371,2020,It,ra,,,,,,DNF,,18.0,24.454,Rain,5.0,87,0.45,1.0,2
1372,2019,Ch,ke,,,,,,DNF,,9.0,23.964,No rain,2.99,75,4.0,0.0,2
1373,2019,Hu,al,To,12.0,10.0,80.621,1.0,+1 Lap,69.0,28.0,23.676,No rain,1.26,70,3.09,0.0,1
1374,2019,Br,le,Fe,3.0,3.0,89.313,15.0,Finished,52.0,13.0,28.558,No rain,4.18,97,2.28,0.0,2
1375,2023,Un,ke,,,,,,DNF,,29.0,24.745,Rain,17.84,85,3.09,0.0,2
1376,2024,Ba,ts,RB,11.0,14.0,95.833,0.0,+1 Lap,56.0,14.0,24.724,No rain,21.05,72,5.45,0.0,1
1377,2022,Be,no,Mc,17.0,12.0,111.678,0.0,Finished,44.0,13.0,23.036,Rain,-1.91,100,2.57,0.0,2
1378,2021,Em,pe,,,,,,DNF,,28.0,44.608,Rain,4.34,96,2.91,1.33,1
1379,2019,Un,ha,Me,5.0,2.0,98.446,18.0,Finished,56.0,24.0,23.943,Rain,17.84,85,3.09,0.0,1
1380,2024,Au,oc,Al,10.0,12.0,69.649,0.0,Finished,71.0,19.0,22.291,No rain,-2.06,86,1.54,0.0,1
1381,2021,Tu,gi,Al,16.0,11.0,92.904,0.0,+1 Lap,57.0,40.0,23.150,No rain,5.73,65,4.63,0.0,1
1382,2023,Mo,zh,Al,19.0,13.0,76.926,0.0,+1 Lap,77.0,52.0,25.260,No rain,11.92,73,3.6,0.0,2
1383,2019,Ru,sa,Mc,5.0,6.0,98.02000000000001,8.0,Finished,53.0,21.0,30.103,No rain,-0.89,51,7.0,0.0,1
1384,2019,Mo,bo,Me,2.0,3.0,75.163,15.0,Finished,78.0,12.0,24.776,No rain,11.92,73,3.6,0.0,2
1385,2019,Si,bo,Me,5.0,5.0,103.53399999999999,10.0,Finished,61.0,22.0,29.234,No rain,26.92,87,1.03,0.0,1
1386,2020,Tu,bo,Me,9.0,14.0,98.193,0.0,+1 Lap,57.0,7.0,23.398,No rain,5.73,65,4.63,0.0,1
1387,2023,Me,le,Fe,1.0,3.0,82.332,15.0,Finished,71.0,31.0,22.248,No rain,23.88,23,4.12,0.0,2
1388,2020,It,sa,Mc,3.0,2.0,83.882,18.0,Finished,53.0,22.0,24.398,Rain,5.0,87,0.45,1.0,2
1389,2020,Sa,oc,Re,11.0,2.0,,18.0,Finished,87.0,41.0,24.414,No rain,21.05,72,5.45,0.0,1
1390,2023,Ba,ts,Al,14.0,11.0,96.637,0.0,Finished,57.0,26.0,24.372,No rain,21.05,72,5.45,0.0,2
1391,2019,Au,ku,Wi,17.0,20.0,70.964,0.0,DNF,68.0,19.0,21.525,No rain,-2.06,86,1.54,0.0,1
1392,2024,Em,ri,RB,9.0,13.0,81.569,0.0,+1 Lap,62.0,11.0,30.068,Rain,4.34,96,2.91,1.33,1
1393,2019,Si,st,Ra,16.0,13.0,104.896,0.0,Finished,61.0,44.0,29.460,No rain,26.92,87,1.03,0.0,3
1394,2021,Hu,ts,Al,16.0,6.0,82.45,8.0,Finished,70.0,2.0,24:13.630,No rain,1.26,70,3.09,0.0,2
1395,2019,Sp,ku,Wi,17.0,18.0,83.202,0.0,+1 Lap,65.0,31.0,21.954,No rain,9.61,85,3.09,0.0,1
1396,2019,Ba,pe,,,,,,DNF,,8.0,27.136,No rain,21.05,72,5.45,0.0,2
1397,2019,Me,ga,To,10.0,9.0,79.53,2.0,+1 Lap,70.0,9.0,22.689,No rain,23.88,23,4.12,0.0,2
1398,2020,Sa,sa,Mc,8.0,4.0,,12.0,Finished,87.0,28.0,24.162,No rain,21.05,72,5.45,0.0,2
1399,2019,Sp,hu,,,,,,DNF,,35.0,22.193,No rain,9.61,85,3.09,0.0,1
1400,2024,It,pe,,,,,,DNF,,23.0,24.728,Rain,5.0,87,0.45,1.0,2
1401,2021,Un,ru,Wi,20.0,14.0,101.12,0.0,+1 Lap,55.0,9.0,23.572,Rain,17.84,85,3.09,0.0,1
1402,2024,Ch,bo,Sa,10.0,20.0,101.27600000000001,0.0,DNF,19.0,9.0,22.949,No rain,2.99,75,4.0,0.0,1
1403,2022,Ba,oc,Al,11.0,7.0,97.11,6.0,Finished,57.0,30.0,25.393,No rain,21.05,72,5.45,0.0,2
1404,2019,Ja,ha,Me,4.0,3.0,90.983,16.0,Finished,52.0,42.0,23.591,No rain,7.84,72,6.85,0.0,2
1405,2022,Mo,la,Wi,19.0,15.0,78.57900000000001,0.0,+1 Lap,63.0,1.0,36.773,No rain,11.92,73,3.6,0.0,3
1406,2022,Mi,ts,Al,9.0,12.0,93.035,0.0,Finished,57.0,11.0,18.870,No rain,22.99,64,8.23,0.0,2
1407,2019,Au,ha,Me,1.0,2.0,86.057,18.0,Finished,58.0,15.0,21.515,No rain,17.76,67,0.89,0.0,1
1408,2024,Sp,ts,RB,17.0,19.0,79.447,0.0,+1 Lap,65.0,9.0,22.064,No rain,9.61,85,3.09,0.0,2
1409,2019,Br,gi,Al,11.0,18.0,92.464,0.0,DNF,18.0,,,No rain,4.18,97,2.28,0.0,0
1410,2020,Sa,ai,Wi,17.0,16.0,,0.0,Finished,87.0,31.0,24.863,No rain,21.05,72,5.45,0.0,2
1411,2022,Hu,pe,,,,,,DNF,,42.0,21.167,No rain,1.26,70,3.09,0.0,2
1412,2024,Em,al,Wi,14.0,20.0,81.274,0.0,DNF,51.0,9.0,33.179,Rain,4.34,96,2.91,1.33,4
1413,2019,Si,bo,Me,5.0,5.0,103.53399999999999,10.0,Finished,61.0,22.0,29.234,No rain,26.92,87,1.03,0.0,1
1414,2020,Tu,ve,Fe,11.0,3.0,99.662,15.0,Finished,58.0,8.0,24.022,No rain,5.73,65,4.63,0.0,2
1415,2024,Em,al,As,20.0,19.0,79.004,0.0,+1 Lap,62.0,7.0,31.368,Rain,4.34,96,2.91,1.33,3
1416,2023,Az,ts,Al,8.0,10.0,105.727,1.0,Finished,51.0,8.0,20.497,Rain,4.97,75,12.35,0.0,1
1417,2022,Un,zh,Al,18.0,12.0,102.471,0.0,Finished,56.0,23.0,25.015,Rain,17.84,85,3.09,0.0,2
1418,2024,Sa,no,Mc,6.0,8.0,91.944,4.0,Finished,50.0,37.0,22.211,No rain,26.03,53,2.06,0.0,1
1419,2022,Ja,la,Wi,20.0,9.0,108.37100000000001,2.0,Finished,28.0,2.0,6:47.673,No rain,7.84,72,6.85,0.0,2
1420,2024,Si,le,Fe,9.0,5.0,95.37100000000001,10.0,Finished,62.0,36.0,29.042,No rain,26.92,87,1.03,0.0,1
1421,2019,Ru,kv,To,19.0,12.0,98.22800000000001,0.0,Finished,53.0,29.0,29.571,No rain,-0.89,51,7.0,0.0,2
1422,2024,Un,la,RB,19.0,9.0,98.09100000000001,2.0,Finished,56.0,36.0,23.839,Rain,17.84,85,3.09,0.0,1
1423,2023,Be,ri,Al,19.0,16.0,110.994,0.0,Finished,44.0,22.0,23.290,Rain,-1.91,100,2.57,0.0,2
1424,2020,Ru,ga,Al,9.0,9.0,97.231,2.0,Finished,53.0,18.0,29.770,No rain,-0.89,51,7.0,0.0,2
1425,2024,Qa,pe,,,,,,DNF,,,,No rain,20.97,72,3.43,0.0,0
1426,2020,Au,bo,Me,1.0,1.0,67.657,25.0,Finished,71.0,26.0,21.937,No rain,-2.06,86,1.54,0.0,2
1427,2024,Ch,al,As,3.0,7.0,97.81,7.0,Finished,56.0,11.0,23.049,No rain,2.99,75,4.0,0.0,2
1428,2024,Du,no,Mc,1.0,1.0,73.81700000000001,26.0,Finished,72.0,28.0,21.536,No rain,1.59,88,3.6,0.0,1
1429,2023,Sã,pe,,,,,,DNF,,1.0,20.811,No rain,21.25,86,4.63,0.0,2
1430,2022,Ca,ha,Me,4.0,3.0,76.167,15.0,Finished,70.0,44.0,23.841,No rain,-4.97,57,6.69,0.0,2
1431,2019,Au,st,Ra,14.0,14.0,69.288,0.0,+1 Lap,70.0,25.0,21.982,No rain,-2.06,86,1.54,0.0,1
1432,2023,Mo,ru,Me,8.0,5.0,76.798,10.0,Finished,78.0,54.0,30.980,No rain,11.92,73,3.6,0.0,1
1433,2019,Ab,ru,Wi,18.0,17.0,103.074,0.0,+1 Lap,54.0,32.0,22.272,No rain,21.1,68,2.06,0.0,1
1434,2023,Ja,no,Mc,3.0,2.0,95.247,18.0,Finished,53.0,17.0,23.523,No rain,7.84,72,6.85,0.0,1
1435,2021,Au,ma,,,,,,DNF,,32.0,21.090,No rain,-2.06,86,1.54,0.0,2
1436,2021,Du,gi,Al,7.0,14.0,75.125,0.0,+2 Laps,70.0,33.0,20.043,No rain,1.59,88,3.6,0.0,2
1437,2023,Be,al,As,9.0,5.0,110.938,10.0,Finished,44.0,10.0,23.085,Rain,-1.91,100,2.57,0.0,1
1438,2019,Fr,pe,,,,,,DNF,,18.0,37.286,No rain,8.64,77,3.73,0.1,1
1439,2022,Hu,ma,,,,,,DNF,,38.0,21.228,No rain,1.26,70,3.09,0.0,2
1440,2024,Au,hu,,,,,,DNF,,39.0,21.814,No rain,-2.06,86,1.54,0.0,2
1441,2023,Br,ts,Al,16.0,16.0,92.084,0.0,Finished,52.0,32.0,28.603,No rain,4.18,97,2.28,0.0,2
1442,2022,Ba,mi,,,,,,DNF,,12.0,25.214,No rain,21.05,72,5.45,0.0,1
1443,2024,Sã,be,Ha,15.0,12.0,82.494,0.0,Finished,69.0,27.0,35.755,No rain,21.25,86,4.63,0.0,1
1444,2021,Hu,ri,Mc,11.0,11.0,82.80199999999999,0.0,+1 Lap,69.0,2.0,24:17.127,No rain,1.26,70,3.09,0.0,2
1445,2021,Sp,la,Wi,19.0,16.0,82.905,0.0,+1 Lap,65.0,27.0,21.424,No rain,9.61,85,3.09,0.0,3
1446,2020,Br,sa,Mc,7.0,13.0,89.94800000000001,0.0,Finished,52.0,51.0,36.278,No rain,4.18,97,2.28,0.0,2
1447,2023,Me,sa,Fe,2.0,4.0,82.539,12.0,Finished,71.0,34.0,20:15.432,No rain,23.88,23,4.12,0.0,2
1448,2022,Au,la,Wi,17.0,19.0,70.89,0.0,DNF,48.0,12.0,21.722,No rain,-2.06,86,1.54,0.0,2
1449,2023,Au,al,As,7.0,5.0,69.108,10.0,Finished,71.0,2.0,16.600,No rain,-2.06,86,1.54,0.0,1
1450,2019,Ch,ra,,,,,,DNF,,25.0,23.888,No rain,2.99,75,4.0,0.0,1
1451,2022,Ja,le,Fe,2.0,3.0,104.489,15.0,Finished,28.0,2.0,6:29.973,No rain,7.84,72,6.85,0.0,2
1452,2022,Hu,pe,,,,,,DNF,,18.0,21.118,No rain,1.26,70,3.09,0.0,2
1453,2022,It,ha,Me,19.0,5.0,84.434,10.0,Finished,53.0,33.0,24.282,Rain,5.0,87,0.45,1.0,1
1454,2021,Ba,bo,Me,3.0,3.0,92.09,16.0,Finished,56.0,30.0,32.897,No rain,21.05,72,5.45,0.0,2
